Age,Attrition,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverallSatisfaction,CareerGrowthScore,CompanyExperienceRatio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,SalaryLevel_Medium,SalaryLevel_High,SalaryLevel_Very High,TenureLevel_Short Term,TenureLevel_Experienced,TenureLevel_Long Term
20,0,1234,17,5,1,63,4,2,2,6744,17899,2,18,4,4,0,4,4,2,2,1,0,1,2.25,3,0.4,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
21,0,1054,10,1,2,39,4,1,2,3548,7543,1,16,3,3,1,6,4,4,6,5,2,2,2.75,8,0.8571428571428571,True,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
29,1,1276,21,4,2,60,2,1,2,2506,17199,0,20,3,3,2,11,2,1,11,7,6,5,2.0,14,0.9166666666666666,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
38,0,1420,11,3,1,69,2,3,2,8337,19933,0,11,4,3,2,15,3,3,6,5,3,3,2.25,11,0.375,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
46,0,1332,19,2,1,91,3,4,1,14319,26858,3,13,3,2,0,13,1,2,7,3,2,4,1.5,9,0.5,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
39,0,1118,29,4,4,45,1,2,3,5933,20754,0,17,4,3,1,11,4,4,8,6,1,6,3.5,9,0.6666666666666666,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
36,0,373,13,2,1,33,4,2,1,7293,23043,0,21,3,4,1,1,4,2,0,0,0,0,2.0,2,0.0,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
58,0,1285,7,4,3,50,1,5,3,19685,21471,4,22,3,3,1,19,4,3,9,6,1,7,3.0,12,0.45,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
24,0,1058,28,3,4,44,4,1,2,2076,4641,1,13,3,4,2,8,3,2,3,2,0,3,3.0,3,0.3333333333333333,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
42,0,499,17,1,4,62,4,2,3,6392,21888,3,20,3,1,0,15,5,3,10,4,5,4,2.75,11,0.625,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
41,0,1005,9,4,2,80,4,4,3,11903,19664,0,25,3,3,2,12,0,1,9,4,3,2,2.25,11,0.6923076923076923,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
38,0,337,6,5,1,55,1,2,3,5036,6159,3,20,3,3,0,16,2,1,12,4,1,7,2.0,7,0.7058823529411765,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
52,0,1266,1,3,2,54,4,5,3,18652,6768,0,11,3,4,2,15,0,3,11,3,4,9,3.0,12,0.6875,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True
29,0,996,12,4,2,57,1,2,2,6290,8492,0,20,3,4,3,4,5,2,2,1,0,0,2.5,3,0.4,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
59,0,1001,12,1,4,99,2,5,3,19999,16702,3,16,4,1,3,18,0,1,9,2,2,3,2.25,9,0.47368421052631576,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
32,1,454,6,2,4,58,3,2,1,5761,21611,0,11,3,2,3,4,3,4,2,2,0,1,2.75,4,0.4,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
41,0,313,6,2,1,80,2,1,2,2566,24019,4,17,3,4,1,14,1,3,7,5,1,5,2.5,7,0.4666666666666667,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
40,0,702,6,4,1,31,4,2,1,4662,5763,2,11,3,4,1,12,4,1,3,2,1,1,1.75,5,0.23076923076923078,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
54,0,590,11,2,4,37,2,4,3,15002,26531,2,12,4,1,3,20,2,1,16,8,7,6,2.25,19,0.7619047619047619,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
36,0,1297,23,4,4,56,1,3,4,8266,5181,0,13,4,3,0,8,3,4,6,2,2,2,3.75,7,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False
30,0,1477,10,2,4,67,1,1,3,2396,16717,0,14,4,2,3,7,6,2,5,2,2,4,2.75,5,0.625,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False
18,0,983,8,4,4,57,4,1,1,4142,26426,0,24,3,3,0,0,6,2,0,0,0,0,2.5,1,0.0,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
33,0,1215,4,2,2,49,3,2,1,6903,12456,0,14,3,3,0,10,2,3,8,2,4,4,2.25,8,0.7272727272727273,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False
53,0,1420,2,3,2,72,2,4,2,12849,26196,1,23,3,2,0,18,2,2,14,10,7,11,2.0,21,0.7368421052631579,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
18,1,1128,4,1,1,48,1,1,3,1204,17846,0,13,3,2,0,0,2,1,0,0,0,0,1.75,1,0.0,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
56,0,597,8,4,4,64,3,5,2,18883,10480,3,19,3,4,3,18,4,3,17,8,8,13,3.25,21,0.8947368421052632,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False,False,True
41,0,426,7,1,4,37,2,4,4,12632,23906,1,15,3,2,0,11,6,3,2,0,0,1,3.25,4,0.16666666666666666,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
24,0,494,14,5,4,42,1,2,3,3968,2308,0,16,3,1,1,10,4,1,5,3,1,1,2.25,6,0.45454545454545453,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
30,0,541,13,5,3,94,3,3,4,7251,21127,0,18,3,1,3,3,3,1,1,0,0,0,2.25,3,0.25,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
41,1,400,5,3,4,71,4,3,4,9756,12012,2,25,3,1,3,13,6,3,6,5,3,2,3.0,11,0.42857142857142855,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
31,0,1045,14,5,1,51,2,4,1,14780,19913,0,21,3,1,1,4,1,4,1,0,0,1,1.75,4,0.2,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False
22,1,1465,6,5,2,32,3,1,4,5949,2738,0,11,3,1,1,1,0,4,1,0,0,1,2.75,1,0.5,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
46,0,462,10,1,1,85,2,3,1,7730,24635,0,24,3,3,1,15,0,3,9,2,4,3,2.0,9,0.5625,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,True,False
46,0,702,4,4,3,53,4,4,1,15596,5666,5,12,3,3,2,13,4,1,11,10,4,8,2.0,18,0.7857142857142857,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True
23,0,1417,14,2,1,62,3,2,3,6092,17186,1,18,3,4,1,4,6,2,2,1,1,1,2.5,4,0.4,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,False,False
30,1,1387,6,5,2,74,3,2,3,4832,7675,1,20,3,3,2,8,1,2,6,4,0,3,2.5,6,0.6666666666666666,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True,False
28,0,138,28,5,2,35,1,2,3,5324,25103,0,19,3,1,3,4,5,4,1,1,0,0,2.5,3,0.2,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False
46,1,583,7,5,1,74,4,2,1,4827,22994,0,19,3,3,0,17,6,1,12,10,1,10,1.5,13,0.6666666666666666,False,True,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
49,0,589,4,3,1,100,1,5,1,19310,22929,2,21,3,2,3,14,6,2,4,1,0,2,1.5,6,0.26666666666666666,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
49,0,503,7,1,4,42,3,4,4,15184,11440,0,25,3,1,2,15,5,3,11,8,4,8,3.0,16,0.6875,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
58,0,1417,5,1,2,96,2,5,3,18558,6621,5,14,3,3,0,21,2,2,20,15,1,14,2.5,21,0.9090909090909091,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
51,0,1178,1,1,4,54,3,3,2,9518,2298,1,23,3,3,3,17,4,3,10,2,5,5,3.0,10,0.5555555555555556,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False
31,0,192,29,5,2,30,4,2,1,7025,7145,0,11,3,2,1,10,3,1,7,2,2,1,1.5,6,0.6363636363636364,False,True,False,True,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
22,0,965,16,3,1,62,1,1,1,4793,17955,1,25,3,1,0,4,3,4,3,2,1,2,1.75,4,0.6,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
44,0,907,13,2,1,44,1,4,2,12592,10580,0,16,3,1,0,15,4,2,9,2,1,2,1.5,7,0.5625,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
57,0,834,9,3,3,59,4,5,2,18941,3853,2,21,3,4,0,18,4,2,13,5,6,11,2.75,16,0.6842105263157895,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
59,0,1110,4,1,1,42,3,5,4,19851,26981,4,14,3,1,1,16,5,4,12,6,3,4,2.5,14,0.7058823529411765,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
27,1,716,2,3,4,78,2,1,2,1696,24361,1,24,3,2,2,1,3,1,1,0,0,0,2.25,1,0.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
28,0,1096,10,3,2,55,1,2,2,3929,12998,0,18,3,3,0,0,4,2,0,0,0,0,2.25,2,0.0,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
19,1,753,11,4,3,82,3,1,4,2968,8204,3,21,3,2,3,8,2,1,3,2,1,2,2.5,4,0.3333333333333333,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
24,0,1422,9,1,2,44,2,2,1,5004,13184,0,14,4,4,0,0,3,3,0,0,0,0,2.5,2,0.0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
41,0,1267,29,5,1,32,3,4,1,13793,8014,2,18,4,2,3,16,5,2,2,1,1,1,1.5,6,0.11764705882352941,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41,0,176,1,1,3,53,2,3,4,7934,3905,1,22,3,4,0,9,5,3,7,3,3,5,3.5,9,0.7,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
33,0,315,10,3,1,82,4,1,4,5592,11982,2,19,3,2,0,12,3,3,12,7,2,9,2.5,10,0.9230769230769231,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True
31,1,660,1,2,4,99,3,2,2,4946,6167,0,13,3,1,1,0,3,3,0,0,0,0,2.5,2,0.0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False
53,0,173,8,4,3,92,3,5,1,19703,4769,3,24,3,3,3,16,1,4,3,1,1,2,2.75,7,0.17647058823529413,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False,False
37,0,198,8,4,2,30,1,4,1,14622,26585,0,14,3,3,2,15,2,4,7,5,1,5,2.5,10,0.4375,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
52,0,110,3,1,4,94,3,2,1,3473,2670,3,12,3,4,3,19,4,1,16,13,3,6,2.5,18,0.8,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
59,0,1358,5,3,1,58,3,5,4,19999,22735,2,20,4,1,1,19,0,3,6,4,1,2,2.25,10,0.3,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
31,0,793,9,3,2,33,3,3,3,9251,24866,0,19,3,3,3,1,0,4,1,0,0,0,3.0,3,0.5,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
26,0,1193,9,3,3,46,3,2,4,5688,12857,1,17,4,3,3,0,4,1,0,0,0,0,2.75,2,0.0,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False
58,0,1244,6,1,2,92,3,4,3,15269,23602,4,16,4,2,0,24,5,2,12,7,4,8,2.25,15,0.48,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
45,0,333,26,1,2,72,1,3,3,8443,14723,6,11,3,2,2,12,6,3,3,2,2,1,2.5,7,0.23076923076923078,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
30,0,1039,21,3,4,41,2,2,4,6558,24914,0,20,3,2,3,7,3,4,3,2,0,1,3.5,4,0.375,False,True,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44,1,966,4,2,4,86,1,3,2,6249,22735,4,14,3,1,2,14,0,1,10,7,4,2,2.0,14,0.6666666666666666,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,True,True,False,False,False,True,False
40,0,1485,4,3,4,54,4,4,3,14981,18945,1,20,3,3,3,7,4,4,2,0,0,1,3.5,4,0.25,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False
56,0,1322,5,1,1,38,1,4,2,14220,16390,5,24,4,4,2,20,2,1,16,12,4,5,2.0,20,0.7619047619047619,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
29,0,954,13,4,4,57,4,1,3,3239,2418,0,16,4,2,2,5,1,4,5,3,1,4,3.25,5,0.8333333333333334,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
60,0,1047,8,1,2,84,3,5,1,17989,9113,3,19,3,1,1,21,4,3,21,18,8,17,1.75,31,0.9545454545454546,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True
58,0,813,12,4,4,51,3,4,1,13737,26331,3,21,3,4,0,17,5,2,15,11,6,10,2.75,21,0.8333333333333334,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
25,0,918,21,5,2,41,3,1,2,2702,25041,1,19,3,4,1,0,0,1,0,0,0,0,2.25,1,0.0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
25,0,914,5,2,3,50,1,1,4,1633,19745,1,19,3,3,0,3,5,2,3,2,0,3,3.0,3,0.75,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
40,0,1337,2,1,4,86,3,5,2,19430,14408,0,17,3,1,2,14,4,3,9,6,2,6,2.5,13,0.6,False,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False
19,0,1334,15,1,4,42,2,1,3,4888,12435,0,13,3,2,1,3,5,1,3,1,1,2,2.5,3,0.75,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,False
30,0,411,5,2,3,62,4,1,3,1294,12528,3,21,3,3,1,7,4,3,1,1,0,1,3.0,2,0.125,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
36,1,122,14,1,3,76,4,2,3,6088,20336,2,20,3,4,3,13,3,1,5,2,2,3,2.75,6,0.35714285714285715,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False
59,0,466,13,5,1,34,4,5,1,18495,8725,4,17,3,2,0,19,2,1,10,3,5,5,1.25,13,0.5,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
60,0,753,23,5,3,71,4,5,4,18357,16217,0,11,3,1,3,21,4,3,19,14,10,3,2.75,29,0.8636363636363636,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True
24,0,409,13,5,2,85,4,3,4,8590,17700,2,11,3,3,1,3,1,4,0,0,0,0,3.25,3,0.0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
56,0,676,11,5,1,73,2,5,1,19108,18822,2,23,3,3,3,22,3,4,11,8,6,9,2.25,19,0.4782608695652174,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
21,0,708,10,3,4,43,2,1,2,3222,6226,0,12,3,1,3,4,5,3,2,1,1,1,2.5,3,0.4,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
50,0,1433,29,2,2,67,4,3,4,7143,22618,2,24,3,2,1,14,1,3,14,11,2,6,2.75,16,0.9333333333333333,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True
54,1,715,12,3,4,94,4,5,1,19999,12890,1,11,4,1,3,12,0,3,8,6,4,5,2.25,15,0.6153846153846154,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
56,0,363,8,2,1,45,2,4,3,14097,25409,4,12,3,1,3,22,0,2,15,11,4,11,1.75,19,0.6521739130434783,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,True
27,1,673,7,5,1,41,3,1,4,3713,13139,3,14,3,2,2,3,3,1,2,1,1,1,2.0,3,0.5,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False
56,0,137,15,3,4,71,4,4,4,15458,21934,2,14,3,1,3,19,2,1,17,15,7,8,2.5,26,0.85,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True
22,0,143,29,2,4,59,4,1,2,1009,4869,2,15,3,2,2,12,4,2,6,3,3,2,2.5,7,0.46153846153846156,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False
40,1,984,17,4,1,76,4,3,3,9257,24405,2,12,3,3,0,14,5,3,8,6,3,3,2.5,12,0.5333333333333333,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False
38,0,453,27,2,4,72,2,3,4,8303,2766,3,12,3,2,2,16,6,2,10,5,5,8,3.0,13,0.5882352941176471,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
31,0,975,18,2,2,33,3,3,2,9723,16227,0,22,4,1,0,5,2,1,3,1,1,1,1.5,5,0.5,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False
18,1,153,3,2,1,81,3,1,4,2038,20725,2,24,3,3,2,5,0,4,5,3,3,4,3.0,7,0.8333333333333334,True,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
51,0,548,29,1,4,100,4,3,4,9622,10522,1,12,3,4,3,16,5,1,13,7,5,4,3.25,15,0.7647058823529411,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
32,0,903,13,1,3,39,4,1,3,1734,25921,0,20,3,3,0,9,0,4,5,2,2,4,3.25,5,0.5,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
46,0,856,29,3,4,71,3,4,3,14483,18772,2,19,3,2,2,21,4,1,11,5,5,5,2.5,14,0.5,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
35,0,930,27,5,1,56,4,3,1,8841,24565,2,21,3,4,2,8,1,2,6,2,1,4,2.0,6,0.6666666666666666,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False
34,0,935,2,2,4,75,2,2,1,5313,15946,1,16,3,2,0,9,2,4,5,4,1,3,2.75,7,0.5,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
56,0,551,11,4,2,71,3,4,4,12761,19698,4,14,4,1,3,15,0,4,10,7,5,7,2.75,16,0.625,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
22,0,595,6,2,3,70,4,2,3,5058,3493,0,22,3,3,3,6,0,2,4,1,2,3,2.75,5,0.5714285714285714,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
49,0,671,5,2,3,39,4,5,4,19999,3731,0,20,3,3,0,13,1,1,9,7,4,2,2.75,16,0.6428571428571429,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
50,0,689,14,1,1,79,1,3,3,10285,16436,4,20,3,1,1,19,3,4,18,11,5,6,2.25,19,0.9,True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True
34,0,1200,20,3,4,77,1,3,2,10845,11351,2,13,3,2,0,3,2,4,1,1,0,0,3.0,4,0.25,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False
29,0,300,4,4,2,76,1,3,4,9132,12489,0,19,3,1,2,8,2,2,3,2,1,2,2.25,6,0.3333333333333333,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False
18,0,885,3,2,2,43,1,1,4,3302,17394,2,24,3,2,3,0,0,1,0,0,0,0,2.25,1,0.0,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False
58,0,1179,11,3,4,86,1,5,4,19539,11298,4,18,3,2,3,22,0,3,11,4,5,4,3.25,14,0.4782608695652174,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
58,0,578,18,3,4,45,4,5,4,19999,26903,4,24,4,2,1,19,5,4,14,10,5,10,3.5,20,0.7,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
28,0,645,22,2,4,41,3,1,1,3625,20136,0,22,3,3,0,4,5,4,1,1,0,0,3.0,2,0.2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False
19,0,1048,29,4,2,53,1,1,4,3105,17138,0,16,3,3,1,1,5,3,1,1,0,0,3.0,2,0.5,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
23,1,1003,29,3,2,41,3,1,1,2670,24137,1,18,3,2,0,1,6,4,1,0,1,0,2.25,2,0.5,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
20,1,875,15,1,4,53,4,2,4,5308,2690,0,15,3,4,1,5,5,3,5,4,2,3,3.75,8,0.8333333333333334,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False
53,0,698,18,3,2,45,4,3,1,8964,7003,2,17,3,2,2,14,0,1,2,1,0,0,1.5,4,0.13333333333333333,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
56,0,166,21,2,3,35,4,4,1,13098,22736,5,13,3,2,0,18,5,3,10,7,3,8,2.25,14,0.5263157894736842,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
24,0,328,3,4,1,98,4,3,3,7748,21890,1,11,3,3,2,5,1,1,5,2,1,3,2.0,6,0.8333333333333334,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,False
50,0,782,10,2,1,78,4,5,2,18923,16629,0,21,3,1,3,22,5,3,13,10,3,7,1.75,18,0.5652173913043478,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True
25,0,1080,27,5,3,55,4,3,4,7958,6317,0,15,3,4,1,5,4,1,5,4,2,2,3.0,9,0.8333333333333334,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
33,0,385,5,4,4,57,4,2,2,6216,9466,2,24,3,3,3,7,5,1,6,2,1,4,2.5,5,0.75,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
